Parameter,Object,Object timestamp,Writable,Writable timestamp,Value,Value type,Value timestamp,Notification,Notification timestamp,Access list,Access list timestamp
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Extend.PowerDenyForOutOfService,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Extend.ReceiveGain,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"-3.5db",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Extend.ReversePoleOnAnswer,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Extend.ReversePolePulse,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Extend.ReversePolePulseLevel,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"300",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Extend.RingDCVoltageOverlapped,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Extend.RingFrequency,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"1",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Extend.RingVoltage,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Extend.SendGain,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0db",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Extend.ToneIdForNoLineConfig,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"1",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Extend.UserDefineRingVoltage,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"74",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Extend.V18aANSEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Extend.V21hANSEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Extend.V21lANSEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Extend.V22usb1DualFreqANSEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Extend.V22usb1TriFreqANSEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Extend.V25ctANSEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Extend.V32aaANSEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Extend.V8bisCReANSEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_IPSpc,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_IPSpc.Codecs,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"G.711ALaw",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_IPSpc.EchoCancellationEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_IPSpc.Enable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_IPSpc.JbMode,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"Static",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_IPSpc.LocalTransport,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_IPSpc.MediaMode,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"SendReceive",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_IPSpc.PacketizationPeriod,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"20",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_IPSpc.PortName,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_IPSpc.RemoteIP,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_IPSpc.RemoteTransport,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_IPSpc.SilenceSuppression,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Loop,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"Disable",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_RemoteCap,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_RemoteCap.CapType,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_RemoteCap.Enable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_RemoteCap.TimerAutoStop,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Stats,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Stats.PoorQualityList,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Stats.ResetStatistics,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.PhyInterface.2.X_HW_Status,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"Normal",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.DTMFMethod,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"InBand",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.DTMFMethodG711,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"InBand",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.DigitMap,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"[xABCD].S|[xABCD].#",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.DigitMapEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Enable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"Enabled",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.FaxT38,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.FaxT38.BitRate,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.FaxT38.Enable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.FaxT38.HighSpeedRedundancy,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"3",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.FaxT38.LowSpeedRedundancy,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"3",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.FaxT38.TCFMethod,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"Network",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.FaxT38.X_HW_NegoAcceptWhenDisabled,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.FaxT38.X_HW_PortAdd2,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.FaxT38.X_HW_T38TrainingComplement,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.FaxT38.X_HW_V21PreProcessMode,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallState,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"Idle",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.CallForwardOnBusyEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.CallForwardOnBusyNumber,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.CallForwardOnNoAnswerEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.CallForwardOnNoAnswerNumber,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.CallForwardOnNoAnswerRingCount,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"10",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.CallForwardUnconditionalEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.CallForwardUnconditionalNumber,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.CallTransferEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.CallWaitingEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.CallerIDEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.CallerIDName,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.CallerIDNameEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.DoNotDisturbEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.MWIEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.X_HW_3WayEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.X_HW_CallHoldEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.X_HW_CancelCallWaitingDuringCallEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.X_HW_CentrexDialSecondaryEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.X_HW_CentrexPrefix,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.X_HW_ConferenceEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.X_HW_ConferenceFactoryUri,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.X_HW_DNDStatus,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.X_HW_DigitsSendingMethod,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"OverlapInDialogue",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.X_HW_HotlineEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.X_HW_HotlineMode,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.X_HW_HotlineNumber,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.X_HW_HotlineTimer,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"5",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.X_HW_MCIDEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.CallingFeatures.X_HW_MWIMode,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"Deferred",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.1,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.1.Codec,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"G.711MuLaw",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.1.Codecs,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"G.711MuLaw",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.1.Enable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.1.EntryID,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"1",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.1.PacketizationPeriod,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"20",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.1.Priority,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"2",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.2,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.2.Codec,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"G.711ALaw",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.2.Codecs,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"G.711ALaw",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.2.Enable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.2.EntryID,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"2",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.2.PacketizationPeriod,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"20",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.2.Priority,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"1",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.3,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.3.Codec,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"G.729",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.3.Codecs,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"G.729",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.3.Enable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.3.EntryID,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"3",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.3.PacketizationPeriod,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"20",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.3.Priority,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"3",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.4,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.1.Codec.List.4.Codec,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"G.722",xsd:string,2024-03-17T06:42:51.610Z,,,,
