Parameter,Object,Object timestamp,Writable,Writable timestamp,Value,Value type,Value timestamp,Notification,Notification timestamp,Access list,Access list timestamp
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_HW_HotlineEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_HW_HotlineMode,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_HW_HotlineNumber,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_HW_HotlineTimer,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"5",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_HW_MCIDEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.CallingFeatures.X_HW_MWIMode,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"Deferred",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.1,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.1.Codec,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"G.711MuLaw",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.1.Codecs,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"G.711MuLaw",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.1.Enable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.1.EntryID,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"1",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.1.PacketizationPeriod,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"20",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.1.Priority,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"2",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.2,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.2.Codec,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"G.711ALaw",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.2.Codecs,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"G.711ALaw",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.2.Enable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.2.EntryID,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"2",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.2.PacketizationPeriod,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"20",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.2.Priority,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"1",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.3,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.3.Codec,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"G.729",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.3.Codecs,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"G.729",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.3.Enable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.3.EntryID,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"3",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.3.PacketizationPeriod,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"20",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.3.Priority,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"3",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.4,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.4.Codec,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"G.722",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.4.Codecs,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"G.722",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.4.Enable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.4.EntryID,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"4",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.4.PacketizationPeriod,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"20",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.List.4.Priority,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"4",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.ReceiveBitRate,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.ReceiveCodec,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"G.711MuLaw",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.ReceiveSilenceSuppression,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.TransmitBitRate,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.TransmitCodec,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"G.711MuLaw",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.TransmitPacketizationPeriod,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Codec.TransmitSilenceSuppression,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.DirectoryNumber,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Enable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"Disabled",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.MGCP,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.MGCP.LineName,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.PhyReferenceList,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"2",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.SIP,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.SIP.AuthPassword,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.SIP.AuthUserName,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.SIP.URI,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.SIP.X_HW_Digitmap,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.SIP.X_HW_Digitmap.DMName,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.SIP.X_HW_Digitmap.DigitMap,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.SIP.X_HW_Digitmap.DigitMapLongTimer,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"10",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.SIP.X_HW_Digitmap.DigitMapShortTimer,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"5",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.SIP.X_HW_Digitmap.DigitMapStartTimer,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"20",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Session,true,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.AverageFarEndInterarrivalJitter,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.AverageReceiveInterarrivalJitter,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.AverageRoundTripDelay,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.BytesReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.BytesSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.CallsDropped,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.FarEndInterarrivalJitter,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.FarEndPacketLossRate,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.IncomingCallsAnswered,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.IncomingCallsConnected,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.IncomingCallsFailed,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.IncomingCallsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.OutgoingCallsAnswered,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.OutgoingCallsAttempted,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.OutgoingCallsConnected,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.OutgoingCallsFailed,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.Overruns,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.PacketsLost,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.PacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.PacketsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.ReceiveInterarrivalJitter,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.ReceivePacketLossRate,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.ResetStatistics,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.RoundTripDelay,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.ServerDownTime,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.TotalCallTime,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.Underruns,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_HW_AnalogPortOffhookTimerMax,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_HW_AnalogPortReleasesCount,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_HW_CallSetupTimerMax,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_HW_MaxFarEndInterarrivalJitter,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_HW_MaxReceiveInterarrivalJitter,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_HW_MaxTimeBetweenRTCPPackets,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_HW_PacketLossRate,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_HW_PacketLossRateHighPrecision,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_HW_PartResetStatistics,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_HW_RTPErrors,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_HW_SIPCallFailedToAuthenticateCounter,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_HW_SIPCallFailedToConnectCounter,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_HW_SIPCallFailureReceivedCounter,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Stats.X_HW_SIPCallTimeoutCounter,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.Status,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"Disabled",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.VoiceProcessing,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.VoiceProcessing.EchoCancellationEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.VoiceProcessing.EchoCancellationInUse,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.VoiceProcessing.EchoCancellationTail,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"32",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.VoiceProcessing.ReceiveGain,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:int,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.VoiceProcessing.TransmitGain,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:int,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.X_HW_Description,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.X_HW_H248,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.X_HW_H248.LineName,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.X_HW_LastRegisterError,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"ERROR_WAN_NOT_CONFIGURED",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.X_HW_Priority,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.X_HW_RtpLoop,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"Disable",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.Services.VoiceService.1.VoiceProfile.1.Line.2.X_HW_ServiceState,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"endLocal",xsd:string,2024-03-17T06:42:51.610Z,,,,
